"","id_ind","ind_sex","ind_age","ind_main_job_wage","ind_education_years"
"12266",1,2,23,NA,0
"12267",2,1,24,NA,3
"12268",3,1,6,NA,0
"12269",4,2,3,NA,0
"12270",1,2,25,NA,8
"12271",2,1,34,NA,3
"12272",3,1,2,NA,NA
"12273",4,2,0,NA,NA
"12274",1,1,36,NA,7
"12275",2,2,30,NA,7
"12276",3,2,12,NA,NA
"12277",4,1,9,NA,NA
"12278",5,1,1,NA,NA
"12279",1,2,48,NA,6
"12280",1,1,33,NA,6
"12281",2,2,29,NA,6
"12282",3,2,10,NA,NA
"12283",4,2,7,NA,NA
"12284",5,1,5,NA,0
"12285",6,1,2,NA,NA
"12286",1,1,25,NA,6
"12287",2,2,21,NA,5
"12288",3,2,4,NA,NA
"12289",4,1,0,NA,NA
"12290",1,1,44,250000,10
"12291",2,2,37,NA,7
"12292",3,2,18,NA,NA
"12293",4,2,14,NA,NA
"12294",5,2,13,NA,NA
"12295",6,1,9,NA,NA
"12296",7,2,4,NA,NA
"12297",1,1,58,NA,3
"12298",2,2,55,NA,6
"12299",3,2,NA,NA,NA
"12300",4,1,NA,NA,NA
"12301",5,1,NA,NA,NA
"12302",1,2,31,NA,11
"12303",2,1,NA,NA,NA
"12304",3,1,NA,NA,NA
"12305",4,1,3,NA,0
"12306",5,2,NA,NA,NA
"12307",6,2,NA,NA,NA
"12308",7,2,NA,NA,NA
"12309",8,2,NA,NA,NA
"12310",9,1,NA,NA,NA
"12311",1,1,58,NA,7
"12312",2,2,48,NA,4
"12313",3,NA,NA,NA,NA
"12314",4,NA,NA,NA,NA
"12315",1,1,47,NA,8
"12316",2,2,46,NA,7
"12317",3,NA,NA,NA,NA
"12318",4,1,20,2e+05,11
"12319",5,NA,NA,NA,NA
"12320",6,1,18,NA,NA
"12321",7,1,16,NA,NA
"12322",8,2,7,NA,NA
"12323",1,1,26,NA,NA
"12324",2,2,47,NA,NA
"12325",3,2,32,NA,0
"12326",4,1,24,NA,11
"12327",5,1,25,3e+05,13
"12328",6,2,7,NA,NA
"12329",7,1,9,NA,NA
"12330",8,NA,NA,NA,NA
"12331",9,2,33,NA,7
"12332",10,1,23,3e+05,7
"12333",11,1,18,NA,NA
"12334",12,NA,NA,NA,NA
"12335",13,1,5,NA,NA
"12336",14,2,3,NA,0
"12337",1,1,43,NA,10
"12338",2,2,40,NA,2
"12339",3,1,21,NA,NA
"12340",4,1,19,NA,NA
"12341",5,2,17,NA,NA
"12342",6,1,14,NA,NA
"12343",7,2,12,NA,NA
"12344",8,2,9,NA,NA
"12345",1,1,21,NA,11
"12346",2,2,54,NA,4
"12347",3,2,19,NA,NA
"12348",4,NA,NA,NA,NA
"12349",1,1,54,NA,1
"12350",2,2,47,NA,1
"12351",3,NA,NA,NA,NA
"12352",4,2,12,NA,NA
"12353",5,2,9,NA,NA
"12354",6,1,5,NA,0
"12355",7,2,14,NA,NA
"12356",8,1,16,NA,NA
"12357",1,2,84,NA,0
"12358",2,1,42,NA,9
"12359",3,NA,NA,NA,NA
"12360",4,1,15,NA,NA
"12361",5,2,13,NA,NA
"12362",1,2,42,NA,0
"12363",2,1,16,NA,4
"12364",3,2,14,NA,0
"12365",4,1,12,NA,NA
"12366",5,NA,NA,NA,NA
"12367",6,1,46,NA,0
"12368",7,1,8,NA,NA
"12369",8,2,5,NA,0
"12370",9,1,1,NA,NA
"12371",3,NA,NA,NA,NA
"12372",4,NA,NA,NA,NA
"12373",6,1,NA,NA,NA
"12374",7,2,NA,NA,NA
"12375",8,1,8,NA,NA
"12376",9,2,5,NA,0
"12377",10,2,39,NA,0
"12378",1,1,74,NA,4
"12379",2,2,68,NA,2
"12380",3,NA,NA,NA,NA
"12381",4,NA,NA,NA,NA
"12382",5,1,33,NA,2
"12383",1,1,55,NA,5
"12384",2,2,49,NA,0
"12385",3,1,18,NA,4
"12386",4,NA,NA,NA,NA
"12387",5,2,14,NA,NA
"12388",6,2,NA,NA,NA
"12389",7,2,13,NA,NA
"12390",1,2,46,NA,0
"12391",2,1,47,NA,4
"12392",3,2,NA,NA,NA
"12393",4,1,NA,NA,NA
"12394",5,1,12,NA,NA
"12395",6,2,NA,NA,NA
"12396",7,2,NA,NA,NA
"12397",1,1,33,84000,5
"12398",2,2,28,NA,6
"12399",3,1,5,NA,NA
"12400",4,2,2,NA,NA
"12401",1,1,55,250000,0
"12402",2,2,50,NA,4
"12403",3,1,25,NA,NA
"12404",4,NA,NA,NA,NA
"12405",5,NA,NA,NA,NA
"12406",6,2,13,NA,NA
"12407",7,2,10,NA,NA
"12408",8,2,9,NA,NA
"12409",9,2,2,NA,NA
"12410",10,1,7,NA,0
"12411",11,2,NA,NA,NA
"12412",12,1,2,NA,NA
"12413",13,2,NA,NA,NA
"12414",14,2,NA,NA,NA
"12415",1,2,71,NA,0
"12416",2,1,18,NA,NA
"12417",3,1,43,NA,7
"12418",4,2,39,NA,8
"12419",5,2,3,NA,NA
"12420",6,2,2,NA,NA
"12421",7,1,1,NA,NA
"12422",1,1,35,230000,9
"12423",2,NA,NA,NA,NA
"12424",3,1,13,NA,NA
"12425",4,2,10,NA,NA
"12426",5,1,8,NA,NA
"12427",6,NA,NA,NA,NA
"12428",7,2,74,NA,6
"12429",8,2,4,NA,NA
"12430",9,1,1,NA,NA
"12431",10,2,25,NA,11
"12432",1,2,63,NA,0
"12433",2,2,20,NA,4
"12434",3,1,NA,NA,NA
"12435",4,1,1,NA,NA
"12436",1,1,27,NA,12
"12437",2,2,24,NA,11
"12438",3,1,0,NA,NA
"12439",1,1,32,450000,13
"12440",2,2,28,NA,7
"12441",3,1,9,NA,NA
"12442",4,2,6,NA,0
"12443",5,2,2,NA,NA
"12444",6,1,0,NA,NA
"12445",1,2,41,NA,3
"12446",2,2,19,NA,NA
"12447",3,2,18,NA,NA
"12448",4,1,16,NA,NA
"12449",5,1,14,NA,NA
"12450",6,1,13,NA,NA
"12451",7,1,76,NA,8
"12452",1,1,85,NA,4
"12453",1,1,37,NA,9
"12454",2,2,33,NA,5
"12455",3,2,14,NA,NA
"12456",4,1,13,NA,NA
"12457",5,2,10,NA,NA
"12458",6,2,5,NA,NA
"12459",7,NA,NA,NA,NA
"12460",8,1,NA,NA,NA
"12461",9,1,1,NA,NA
"12462",1,1,40,NA,0
"12463",2,NA,NA,NA,NA
"12464",3,2,19,NA,NA
"12465",4,1,26,NA,3
"12466",1,NA,NA,NA,NA
"12467",2,1,39,NA,10
"12468",3,NA,NA,NA,NA
"12469",4,NA,NA,NA,NA
"12470",5,NA,NA,NA,NA
"12471",6,2,15,NA,NA
"12472",7,1,11,NA,NA
"12473",8,2,36,580000,12
"12474",9,2,7,NA,NA
"12475",10,NA,NA,NA,NA
"12476",0,NA,NA,NA,NA
"12477",1,2,NA,NA,NA
"12478",2,1,NA,NA,NA
"12479",3,1,34,240000,6
"12480",1,1,40,NA,6
"12481",2,2,36,NA,3
"12482",3,2,15,NA,NA
"12483",4,2,12,NA,NA
"12484",5,2,8,NA,NA
"12485",6,2,NA,NA,NA
"12486",7,1,5,NA,NA
"12487",8,2,1,NA,NA
"12488",1,1,49,NA,6
"12489",2,2,49,NA,12
"12490",3,1,23,NA,NA
"12491",4,2,17,NA,NA
"12492",5,NA,NA,NA,NA
"12493",6,NA,NA,NA,NA
"12494",7,NA,NA,NA,NA
"12495",8,1,10,NA,NA
"12496",3,2,64,NA,0
"12497",4,1,13,NA,NA
"12498",1,2,48,NA,6
"12499",2,NA,NA,NA,NA
"12500",3,NA,NA,NA,NA
"12501",4,NA,NA,NA,NA
"12502",5,NA,NA,NA,NA
"12503",6,NA,NA,NA,NA
"12504",7,NA,NA,NA,NA
"12505",8,NA,NA,NA,NA
"12506",9,1,1,NA,NA
"12507",1,1,71,NA,12
"12508",2,NA,NA,NA,NA
"12509",3,1,23,NA,13
"12510",4,1,21,NA,NA
"12511",1,1,30,3e+05,7
"12512",2,2,29,120000,7
"12513",3,2,4,NA,NA
"12514",1,2,59,NA,5
"12515",2,2,12,NA,NA
"12516",3,1,10,NA,NA
"12517",4,NA,NA,NA,NA
"12518",1,1,52,NA,NA
"12519",2,2,42,NA,NA
"12520",3,2,23,NA,NA
"12521",4,2,18,NA,NA
"12522",5,1,16,NA,NA
"12523",6,2,14,NA,NA
"12524",7,2,12,NA,NA
"12525",8,2,8,NA,NA
"12526",9,1,4,NA,NA
"12527",10,1,4,NA,NA
"12528",11,1,4,NA,NA
"12529",12,2,1,NA,NA
"12530",1,2,27,280000,12
"12531",2,1,28,NA,6
"12532",3,2,6,NA,NA
"12533",4,2,2,NA,NA
"12534",1,1,47,NA,4
"12535",2,2,45,NA,0
"12536",3,2,21,NA,5
"12537",1,2,24,NA,6
"12538",2,1,28,NA,9
"12539",3,1,3,NA,NA
"12540",4,2,12,NA,NA
"12541",1,2,68,NA,0
"12542",2,2,48,NA,5
"12543",1,2,55,NA,2
"12544",2,1,30,NA,13
"12545",3,2,15,NA,5
"12546",4,1,13,NA,NA
"12547",5,2,35,NA,0
"12548",6,1,NA,NA,NA
"12549",7,1,15,NA,NA
"12550",8,2,NA,NA,NA
"12551",9,2,NA,NA,NA
"12552",10,2,5,NA,0
"12553",1,1,79,NA,8
"12554",2,2,70,NA,3
"12555",3,1,NA,NA,NA
"12556",4,1,3,NA,0
"12557",1,1,70,NA,6
"12558",2,2,63,NA,0
"12559",3,1,19,NA,6
"12560",4,1,12,NA,NA
"12561",5,NA,NA,NA,NA
"12562",1,1,41,NA,6
"12563",2,2,33,NA,6
"12564",3,2,14,NA,NA
"12565",4,2,12,NA,NA
"12566",5,1,9,NA,NA
"12567",6,1,6,NA,0
"12568",7,2,2,NA,NA
"12569",1,1,39,4e+05,0
"12570",2,NA,NA,NA,NA
"12571",3,NA,NA,NA,NA
"12572",4,2,14,NA,NA
"12573",5,1,9,NA,NA
"12574",1,2,39,NA,6
"12575",2,1,NA,NA,NA
"12576",3,2,NA,NA,NA
"12577",4,2,NA,NA,NA
"12578",5,1,17,NA,NA
"12579",6,2,12,NA,NA
"12580",7,2,9,NA,NA
"12581",8,1,6,NA,NA
"12582",9,2,4,NA,NA
"12583",10,1,1,NA,NA
"12584",11,2,NA,NA,NA
"12585",12,1,NA,NA,NA
"12586",13,2,NA,NA,NA
"12587",14,1,43,NA,7
"12588",15,1,15,NA,NA
"12589",1,1,45,NA,7
"12590",2,2,43,NA,3
"12591",3,2,21,NA,6
"12592",4,1,13,NA,NA
"12593",5,1,10,NA,NA
"12594",6,1,3,NA,0
"12595",7,2,81,NA,0
"12596",8,2,23,NA,5
"12597",9,2,1,NA,NA
"12598",1,1,NA,NA,NA
"12599",2,2,57,NA,0
"12600",3,1,16,NA,2
"12601",4,2,20,NA,NA
"12602",5,2,13,NA,NA
"12603",6,1,7,NA,0
"12604",1,1,31,150000,10
"12605",2,2,29,NA,10
"12606",3,NA,NA,NA,NA
"12607",4,NA,NA,NA,NA
"12608",5,NA,NA,NA,NA
"12609",6,NA,NA,NA,NA
"12610",7,NA,NA,NA,NA
"12611",8,NA,NA,NA,NA
"12612",9,NA,NA,NA,NA
"12613",10,2,9,NA,NA
"12614",11,2,6,NA,NA
"12615",12,NA,NA,NA,NA
"12616",13,NA,NA,NA,NA
"12617",14,NA,NA,NA,NA
"12618",15,NA,NA,NA,NA
"12619",16,NA,NA,NA,NA
"12620",17,1,2,NA,NA
"12621",18,1,1,NA,NA
"12622",1,1,55,120000,5
"12623",2,2,44,NA,0
"12624",3,1,27,170000,11
"12625",4,2,21,NA,11
"12626",5,1,20,NA,NA
"12627",6,1,17,NA,7
"12628",7,2,12,NA,NA
"12629",8,2,9,NA,NA
"12630",9,1,5,NA,0
"12631",1,1,69,NA,0
"12632",2,2,59,NA,7
"12633",3,1,24,NA,10
"12634",4,1,22,NA,5
"12635",5,NA,NA,NA,NA
"12636",6,NA,NA,NA,NA
"12637",7,2,22,NA,10
"12638",8,2,3,NA,NA
"12639",9,2,32,NA,9
"12640",10,1,0,NA,NA
"12641",11,2,10,NA,NA
"12642",12,1,7,NA,NA
"12643",13,1,0,NA,NA
"12644",14,2,20,NA,6
"12645",15,1,12,NA,NA
"12646",1,1,51,NA,4
"12647",2,2,30,NA,6
"12648",3,NA,NA,NA,NA
"12649",4,2,13,NA,NA
"12650",5,1,11,NA,NA
"12651",6,NA,NA,NA,NA
"12652",7,NA,NA,NA,NA
"12653",8,1,6,NA,NA
"12654",9,2,0,NA,NA
"12655",1,1,77,NA,15
"12656",2,NA,NA,NA,NA
"12657",3,NA,NA,NA,NA
"12658",1,1,37,NA,5
"12659",2,NA,NA,NA,NA
"12660",3,NA,NA,NA,NA
"12661",4,NA,NA,NA,NA
"12662",5,NA,NA,NA,NA
"12663",6,NA,NA,NA,NA
"12664",7,NA,NA,NA,NA
"12665",8,NA,NA,NA,NA
"12666",9,NA,NA,NA,NA
"12667",1,2,50,NA,10
"12668",2,2,NA,NA,NA
"12669",3,1,15,NA,NA
"12670",4,2,12,NA,NA
"12671",5,1,7,NA,NA
"12672",6,1,5,NA,NA
"12673",7,1,3,NA,0
"12674",1,2,79,NA,1
"12675",2,NA,NA,NA,NA
"12676",3,2,NA,NA,NA
"12677",4,NA,NA,NA,NA
"12678",5,NA,NA,NA,NA
"12679",6,2,17,NA,7
"12680",7,NA,NA,NA,NA
"12681",8,NA,NA,NA,NA
"12682",9,2,10,NA,NA
"12683",10,NA,NA,NA,NA
"12684",11,NA,NA,NA,NA
"12685",12,NA,NA,NA,NA
"12686",13,2,NA,NA,NA
"12687",14,NA,NA,NA,NA
"12688",15,2,6,NA,NA
"12689",16,1,1,NA,NA
"12690",1,1,32,5e+05,8
"12691",2,2,29,NA,11
"12692",3,2,9,NA,NA
"12693",4,2,13,NA,NA
"12694",5,1,8,NA,NA
"12695",6,1,5,NA,NA
"12696",7,2,0,NA,NA
"12697",1,1,31,150000,13
"12698",1,1,67,NA,3
"12699",2,2,62,NA,0
"12700",3,2,40,NA,3
"12701",4,1,13,NA,NA
"12702",5,2,15,NA,NA
"12703",1,2,30,NA,2
"12704",2,1,49,NA,7
"12705",3,1,NA,NA,NA
"12706",4,1,NA,NA,NA
"12707",5,1,3,NA,0
"12708",6,2,3,NA,0
"12709",7,1,NA,NA,NA
"12710",1,1,25,NA,9
"12711",2,NA,NA,NA,NA
"12712",1,1,34,NA,NA
"12713",2,2,31,NA,NA
"12714",3,1,15,NA,NA
"12715",4,2,12,NA,NA
"12716",5,1,10,NA,NA
"12717",6,2,8,NA,NA
"12718",7,1,4,NA,NA
"12719",1,1,23,NA,15
"12720",2,1,10,NA,NA
"12721",3,1,21,NA,NA
"12722",4,2,32,NA,12
"12723",5,1,6,NA,NA
"12724",6,NA,NA,NA,NA
"12725",7,2,13,NA,NA
"12726",8,1,10,NA,NA
"12727",9,1,37,NA,12
"12728",10,NA,NA,NA,NA
"12729",11,2,9,NA,NA
"12730",12,2,4,NA,NA
"12731",13,2,24,NA,4
"12732",14,1,43,NA,11
"12733",15,2,71,NA,0
"12734",16,1,12,NA,NA
"12735",17,2,2,NA,NA
"12736",18,2,0,NA,NA
"12737",1,1,47,112000,5
"12738",2,2,38,NA,4
"12739",3,2,NA,NA,NA
"12740",4,2,NA,NA,NA
"12741",5,2,NA,NA,NA
"12742",6,2,15,NA,NA
"12743",7,2,12,NA,NA
"12744",8,1,6,NA,NA
"12745",1,1,28,4e+05,13
"12746",1,2,52,NA,6
"12747",2,1,19,NA,NA
"12748",3,1,17,NA,6
"12749",4,1,16,NA,6
"12750",5,2,15,NA,NA
"12751",6,NA,NA,NA,NA
"12752",7,2,8,NA,NA
"12753",8,1,4,NA,NA
"12754",1,2,22,NA,7
"12755",2,1,23,NA,5
"12756",3,1,5,NA,NA
"12757",4,1,3,NA,0
"12758",5,2,1,NA,NA
"12759",1,1,28,NA,3
"12760",2,2,25,NA,9
"12761",3,1,6,NA,NA
"12762",4,1,4,NA,NA
"12763",5,1,2,NA,NA
"12764",6,2,1,NA,NA
"12765",7,2,2,NA,NA
"12766",8,2,20,NA,NA
"12767",9,1,45,NA,4
"12768",1,1,46,272000,7
"12769",2,2,44,165000,0
"12770",3,NA,NA,NA,NA
"12771",4,2,18,NA,NA
"12772",5,2,16,NA,NA
"12773",6,1,14,NA,NA
"12774",7,1,9,NA,NA
"12775",8,2,4,NA,NA
"12776",1,2,23,NA,6
"12777",2,1,30,3e+05,11
"12778",3,1,8,NA,NA
"12779",4,1,4,NA,0
"12780",5,1,1,NA,NA
"12781",1,1,22,NA,13
"12782",2,1,28,4e+05,13
"12783",1,NA,NA,NA,NA
"12784",2,1,73,NA,6
"12785",3,1,36,280000,6
"12786",1,1,30,NA,7
"12787",2,2,28,NA,11
"12788",3,1,8,NA,NA
"12789",4,1,3,NA,0
"12790",1,2,33,NA,6
"12791",2,2,16,NA,NA
"12792",3,2,11,NA,NA
"12793",4,1,9,NA,NA
"12794",5,1,14,NA,NA
"12795",6,2,3,NA,0
"12796",7,2,1,NA,NA
"12797",8,1,37,NA,7
"12798",9,2,9,NA,NA
"12799",1,2,16,NA,NA
"12800",2,NA,NA,NA,NA
"12801",3,1,10,NA,NA
"12802",4,1,7,NA,NA
"12803",5,1,36,NA,7
"12804",6,2,33,NA,0
"12805",7,2,4,NA,0
"12806",8,2,0,NA,NA
"12807",1,1,48,250000,13
"12808",2,NA,NA,NA,NA
"12809",4,2,10,NA,NA
"12810",5,2,1,NA,NA
"12811",1,1,35,NA,5
"12812",2,NA,NA,NA,NA
"12813",3,NA,NA,NA,NA
"12814",4,NA,NA,NA,NA
"12815",5,2,30,NA,2
"12816",6,2,2,NA,NA
"12817",1,1,54,NA,4
"12818",2,2,47,NA,0
"12819",3,NA,NA,NA,NA
"12820",4,1,10,NA,NA
"12821",5,1,9,NA,NA
"12822",6,1,5,NA,NA
"12823",7,1,17,NA,5
"12824",8,1,16,NA,NA
"12825",9,1,11,NA,1
"12826",1,1,51,NA,12
"12827",2,2,48,NA,12
"12828",3,1,22,NA,NA
"12829",4,2,21,NA,NA
"12830",5,2,19,NA,NA
"12831",6,2,18,NA,NA
"12832",7,2,11,NA,NA
"12833",8,1,NA,NA,NA
"12834",9,2,NA,NA,NA
"12835",10,1,NA,NA,NA
"12836",11,1,18,40000,4
"12837",12,1,73,0,0
"12838",1,1,39,NA,7
"12839",2,2,33,NA,5
"12840",3,1,14,NA,NA
"12841",4,2,12,NA,NA
"12842",5,2,10,NA,NA
"12843",6,1,17,NA,NA
"12844",7,2,8,NA,NA
"12845",8,1,5,NA,NA
"12846",9,1,3,NA,NA
"12847",1,1,38,120000,9
"12848",2,2,32,NA,7
"12849",3,1,13,NA,NA
"12850",4,1,11,NA,NA
"12851",5,2,9,NA,NA
"12852",6,1,7,NA,NA
"12853",7,NA,NA,NA,NA
"12854",8,1,5,NA,NA
"12855",9,2,3,NA,0
"12856",10,2,1,NA,NA
"12857",1,2,48,NA,0
"12858",2,1,21,120000,1
"12859",3,NA,NA,NA,NA
"12860",4,1,16,NA,1
"12861",5,2,17,NA,1
"12862",1,1,28,NA,1
"12863",2,NA,NA,NA,NA
"12864",3,2,19,NA,3
"12865",1,NA,NA,NA,NA
"12866",2,2,84,NA,0
"12867",3,1,19,NA,NA
"12868",4,1,NA,NA,NA
"12869",5,2,NA,NA,NA
"12870",6,1,NA,NA,NA
"12871",1,1,36,2e+05,7
"12872",2,2,11,NA,NA
"12873",3,1,9,NA,NA
"12874",4,1,65,1e+05,3
"12875",5,2,63,NA,0
"12876",6,1,16,NA,5
"12877",7,1,14,NA,4
"12878",8,2,31,NA,7
"12879",9,2,12,NA,NA
"12880",10,2,9,NA,NA
"12881",11,1,5,NA,0
"12882",12,2,7,NA,0
"12883",13,1,3,NA,0
"12884",14,2,1,NA,NA
"12885",1,1,45,NA,3
"12886",3,2,20,NA,11
"12887",4,1,18,NA,9
"12888",5,1,13,NA,NA
"12889",6,2,3,NA,NA
"12890",1,2,48,NA,5
"12891",2,2,26,60000,4
"12892",3,2,21,NA,NA
"12893",4,1,13,NA,NA
"12894",5,2,11,NA,NA
"12895",1,1,35,NA,NA
"12896",2,1,6,NA,NA
"12897",3,2,23,NA,NA
"12898",4,2,3,NA,NA
"12899",5,1,16,NA,NA
"12900",6,2,17,NA,NA
"12901",7,1,17,NA,NA
"12902",8,2,1,NA,NA
"12903",1,1,52,NA,7
"12904",2,NA,NA,NA,NA
"12905",3,NA,NA,NA,NA
"12906",4,2,16,NA,NA
"12907",5,1,12,NA,NA
"12908",6,1,7,NA,NA
"12909",7,2,43,NA,3
"12910",2,1,25,NA,NA
"12911",3,1,NA,NA,NA
"12912",4,2,62,NA,7
"12913",5,2,20,NA,6
"12914",6,2,1,NA,NA
"12915",1,1,27,NA,6
"12916",2,NA,NA,NA,NA
"12917",3,NA,NA,NA,NA
"12918",4,NA,NA,NA,NA
"12919",5,2,24,NA,8
"12920",6,2,1,NA,NA
"12921",1,2,62,NA,7
"12922",2,1,16,NA,NA
"12923",3,NA,NA,NA,NA
"12924",4,NA,NA,NA,NA
"12925",5,NA,NA,NA,NA
"12926",6,2,8,NA,NA
"12927",1,2,59,60000,0
"12928",2,1,18,10000,7
"12929",1,2,56,NA,0
"12930",2,NA,NA,NA,NA
"12931",3,NA,NA,NA,NA
"12932",1,1,66,NA,11
"12933",2,2,63,NA,2
"12934",3,1,28,NA,11
"12935",4,NA,NA,NA,NA
"12936",5,2,21,NA,7
"12937",6,1,11,NA,NA
"12938",1,1,NA,NA,NA
"12939",2,1,NA,NA,NA
"12940",3,1,25,NA,15
"12941",1,2,23,50000,6
"12942",2,2,16,NA,NA
"12943",3,1,26,70000,7
"12944",1,2,36,NA,0
"12945",2,1,15,NA,NA
"12946",3,2,13,NA,NA
"12947",4,2,10,NA,NA
"12948",5,1,8,NA,NA
"12949",6,2,5,NA,0
"12950",7,2,2,NA,NA
"12951",1,1,53,150000,NA
"12952",2,2,53,NA,3
"12953",3,2,32,NA,7
"12954",4,2,9,NA,NA
"12955",5,1,5,NA,0
"12956",1,1,29,NA,2
"12957",2,2,27,NA,5
"12958",3,2,6,NA,NA
"12959",4,1,4,NA,NA
"12960",5,1,1,NA,NA
"12961",6,1,0,NA,NA
"12962",1,2,66,NA,4
"12963",1,1,74,NA,2
"12964",2,2,60,NA,0
"12965",3,2,26,NA,2
"12966",4,1,23,NA,2
"12967",5,2,7,NA,NA
"12968",6,1,3,NA,0
"12969",1,NA,NA,NA,NA
"12970",2,1,55,2e+06,15
"12971",3,2,36,NA,3
"12972",4,1,30,NA,NA
"12973",5,1,21,NA,NA
"12974",6,1,19,NA,NA
"12975",7,2,18,NA,NA
"12976",8,2,16,NA,NA
"12977",9,1,15,NA,NA
"12978",10,1,13,NA,NA
"12979",11,1,11,NA,NA
"12980",12,1,9,NA,NA
"12981",13,NA,NA,NA,NA
"12982",14,NA,NA,NA,NA
"12983",15,2,2,NA,NA
"12984",1,2,34,420000,11
"12985",2,2,17,NA,NA
"12986",3,1,14,NA,NA
"12987",4,1,10,NA,NA
"12988",5,1,39,NA,13
"12989",6,1,7,NA,NA
"12990",7,1,25,50000,4
"12991",8,NA,NA,NA,NA
"12992",9,NA,NA,NA,NA
"12993",10,2,2,NA,NA
"12994",11,2,NA,NA,NA
"12995",1,2,50,NA,1
"12996",2,1,16,NA,5
"12997",3,NA,NA,NA,NA
"12998",4,2,6,NA,NA
"12999",0,NA,NA,NA,NA
"13000",1,2,61,NA,1
"13001",2,1,NA,NA,NA
"13002",3,2,NA,NA,NA
"13003",4,1,15,NA,NA
"13004",5,2,NA,NA,NA
"13005",2,2,24,460000,12
"13006",1,2,33,NA,10
"13007",1,1,35,5e+05,12
"13008",2,2,31,40000,12
"13009",3,2,7,NA,NA
"13010",4,1,4,NA,NA
"13011",5,1,10,NA,NA
"13012",6,1,18,NA,NA
"13013",7,2,11,NA,NA
"13014",1,2,39,NA,10
"13015",2,1,53,280000,9
"13016",3,2,5,NA,NA
"13017",4,2,2,NA,NA
"13018",1,1,3,NA,NA
"13019",2,1,39,NA,12
"13020",3,2,31,650000,15
"13021",4,2,1,NA,NA
"13022",1,1,38,NA,11
"13023",2,2,33,NA,6
"13024",3,1,14,NA,NA
"13025",4,1,12,NA,NA
"13026",5,1,10,NA,NA
"13027",6,2,6,NA,NA
"13028",7,2,4,NA,0
"13029",8,2,1,NA,NA
"13030",9,2,0,NA,NA
"13031",1,2,66,NA,7
"13032",2,NA,NA,NA,NA
"13033",3,NA,NA,NA,NA
"13034",4,NA,NA,NA,NA
"13035",5,NA,NA,NA,NA
"13036",6,NA,NA,NA,NA
"13037",7,NA,NA,NA,NA
"13038",8,NA,NA,NA,NA
"13039",9,2,43,NA,10
"13040",1,1,33,NA,6
"13041",2,2,27,NA,6
"13042",3,2,8,NA,NA
"13043",4,1,6,NA,NA
"13044",5,1,7,NA,NA
"13045",6,2,2,NA,NA
"13046",7,2,0,NA,NA
"13047",1,1,42,NA,8
"13048",2,2,40,NA,4
"13049",3,2,21,NA,3
"13050",4,2,14,NA,NA
"13051",5,2,13,NA,NA
"13052",6,2,9,NA,NA
"13053",7,2,7,NA,NA
"13054",8,1,5,NA,NA
"13055",9,1,1,NA,NA
"13056",1,1,25,NA,7
"13057",2,2,21,NA,6
"13058",3,1,4,NA,NA
"13059",1,2,50,NA,4
"13060",2,NA,NA,NA,NA
"13061",3,2,16,NA,NA
"13062",4,1,16,NA,1
"13063",5,2,14,NA,NA
"13064",1,NA,NA,NA,NA
"13065",2,2,3,NA,0
"13066",3,2,23,NA,10
"13067",4,2,29,NA,4
"13068",5,2,4,NA,NA
"13069",6,1,18,NA,NA
"13070",7,1,23,40000,5
"13071",1,1,30,6e+05,11
"13072",2,2,25,NA,11
"13073",3,2,4,NA,NA
"13074",4,2,1,NA,NA
"13075",1,1,41,NA,2
"13076",2,2,39,NA,0
"13077",3,1,13,NA,0
"13078",4,2,11,NA,0
"13079",5,1,9,NA,0
"13080",6,1,7,NA,0
"13081",7,1,5,NA,0
"13082",1,2,57,NA,9
"13083",2,2,26,NA,7
"13084",3,2,24,NA,9
"13085",4,2,22,NA,NA
"13086",5,1,19,60000,6
"13087",6,1,6,NA,NA
"13088",7,1,3,NA,0
"13089",1,2,101,NA,0
"13090",2,1,74,NA,7
"13091",3,2,63,NA,6
"13092",4,NA,NA,NA,NA
"13093",6,NA,NA,NA,NA
"13094",7,NA,NA,NA,NA
"13095",8,2,17,NA,NA
"13096",9,NA,NA,NA,NA
"13097",10,NA,NA,NA,NA
"13098",11,NA,NA,NA,NA
"13099",12,NA,NA,NA,NA
"13100",13,NA,NA,NA,NA
"13101",1,1,44,450000,12
"13102",2,2,37,NA,12
"13103",3,1,17,NA,NA
"13104",4,1,11,NA,NA
"13105",5,2,9,NA,NA
"13106",6,2,2,NA,NA
"13107",7,2,10,NA,NA
"13108",1,1,31,8e+05,13
"13109",2,2,23,NA,12
"13110",3,1,4,NA,NA
"13111",4,2,1,NA,NA
"13112",1,1,34,NA,11
"13113",2,2,75,NA,0
"13114",3,1,9,NA,NA
"13115",4,2,9,NA,NA
"13116",5,2,13,NA,NA
"13117",1,2,90,NA,0
"13118",2,NA,NA,NA,NA
"13119",3,NA,NA,NA,NA
"13120",1,1,49,NA,7
"13121",2,2,41,NA,2
"13122",3,1,NA,NA,NA
"13123",4,1,17,NA,6
"13124",5,2,15,NA,NA
"13125",6,2,NA,NA,NA
"13126",7,2,7,NA,0
"13127",8,2,7,NA,0
"13128",1,1,36,250000,11
"13129",2,2,28,NA,7
"13130",3,2,NA,NA,NA
"13131",4,2,3,NA,0
"13132",1,1,44,3e+06,8
"13133",2,2,20,NA,NA
"13134",3,2,14,NA,NA
"13135",4,2,13,NA,NA
"13136",5,2,18,NA,NA
